LEVEL,CODE,DISPLAY,VERSION
,W16.1,"Diving or jumping into water causing injury other than drowning or submersion, Residential Institution",ICD_MM
,W16.2,"Diving or jumping into water causing injury other than drowning or submersion, School, Other Institution and Public Admimistration Area",ICD_MM
,W16.3,"Diving or jumping into water causing injury other than drowning or submersion, Sports and Athletic Areas",ICD_MM
,W16.4,"Diving or jumping into water causing injury other than drowning or submersion, Street and Highway",ICD_MM
,W16.5,"Diving or jumping into water causing injury other than drowning or submersion, Trade and Service Area",ICD_MM
,W16.6,"Diving or jumping into water causing injury other than drowning or submersion, Industrial and Construction Area",ICD_MM
,W16.7,"Diving or jumping into water causing injury other than drowning or submersion, Farm",ICD_MM
,W16.8,"Diving or jumping into water causing injury other than drowning or submersion, Other Specified Area",ICD_MM
,W16.9,"Diving or jumping into water causing injury other than drowning or submersion, Unspecified Place",ICD_MM
,W17,Other fall from one level to another,ICD_MM
,W17.0,"Other fall from one level to another, Home",ICD_MM
,W17.1,"Other fall from one level to another, Residential Institution",ICD_MM
,W17.2,"Other fall from one level to another, School, Other Institution and Public Admimistration Area",ICD_MM
,W17.3,"Other fall from one level to another, Sports and Athletic Areas",ICD_MM
,W17.4,"Other fall from one level to another, Street and Highway",ICD_MM
,W17.5,"Other fall from one level to another, Trade and Service Area",ICD_MM
,W17.6,"Other fall from one level to another, Industrial and Construction Area",ICD_MM
,W17.7,"Other fall from one level to another, Farm",ICD_MM
,W17.8,"Other fall from one level to another, Other Specified Area",ICD_MM
,W17.9,"Other fall from one level to another, Unspecified Place",ICD_MM
,W18,Other fall on same level,ICD_MM
,W18.0,"Other fall on same level, Home",ICD_MM
,W18.1,"Other fall on same level, Residential Institution",ICD_MM
,W18.2,"Other fall on same level, School, Other Institution and Public Admimistration Area",ICD_MM
,W18.3,"Other fall on same level, Sports and Athletic Areas",ICD_MM
,W18.4,"Other fall on same level, Street and Highway",ICD_MM
,W18.5,"Other fall on same level, Trade and Service Area",ICD_MM
,W18.6,"Other fall on same level, Industrial and Construction Area",ICD_MM
,W18.7,"Other fall on same level, Farm",ICD_MM
,W18.8,"Other fall on same level, Other Specified Area",ICD_MM
,W18.9,"Other fall on same level, Unspecified Place",ICD_MM
,W19,Unspecified fall,ICD_MM
,W19.0,"Unspecified fall, Home",ICD_MM
,W19.1,"Unspecified fall, Residential Institution",ICD_MM
,W19.2,"Unspecified fall, School, Other Institution and Public Admimistration Area",ICD_MM
,W19.3,"Unspecified fall, Sports and Athletic Areas",ICD_MM
,W19.4,"Unspecified fall, Street and Highway",ICD_MM
,W19.5,"Unspecified fall, Trade and Service Area",ICD_MM
,W19.6,"Unspecified fall, Industrial and Construction Area",ICD_MM
,W19.7,"Unspecified fall, Farm",ICD_MM
,W19.8,"Unspecified fall, Other Specified Area",ICD_MM
,W19.9,"Unspecified fall, Unspecified Place",ICD_MM
,W20,"Struck by thrown, projected or falling object",ICD_MM
,W20.0,"Struck by thrown, projected or falling object, Home",ICD_MM
,W20.1,"Struck by thrown, projected or falling object, Residential Institution",ICD_MM
,W20.2,"Struck by thrown, projected or falling object, School, Other Institution and Public Admimistration Area",ICD_MM
,W20.3,"Struck by thrown, projected or falling object, Sports and Athletic Areas",ICD_MM
,W20.4,"Struck by thrown, projected or falling object, Street and Highway",ICD_MM
,W20.5,"Struck by thrown, projected or falling object, Trade and Service Area",ICD_MM
,W20.6,"Struck by thrown, projected or falling object, Industrial and Construction Area",ICD_MM
,W20.7,"Struck by thrown, projected or falling object, Farm",ICD_MM
,W20.8,"Struck by thrown, projected or falling object, Other Specified Area",ICD_MM
,W20.9,"Struck by thrown, projected or falling object, Unspecified Place",ICD_MM
,W21,Striking against or struck by sports equipment,ICD_MM
,W21.0,"Striking against or struck by sports equipment, Home",ICD_MM
,W21.1,"Striking against or struck by sports equipment, Residential Institution",ICD_MM
,W21.2,"Striking against or struck by sports equipment, School, Other Institution and Public Admimistration Area",ICD_MM
,W21.3,"Striking against or struck by sports equipment, Sports and Athletic Areas",ICD_MM
,W21.4,"Striking against or struck by sports equipment, Street and Highway",ICD_MM
,W21.5,"Striking against or struck by sports equipment, Trade and Service Area",ICD_MM
,W21.6,"Striking against or struck by sports equipment, Industrial and Construction Area",ICD_MM
,W21.7,"Striking against or struck by sports equipment, Farm",ICD_MM
,W21.8,"Striking against or struck by sports equipment, Other Specified Area",ICD_MM
,W21.9,"Striking against or struck by sports equipment, Unspecified Place",ICD_MM
,W22,Striking against or struck by other objects,ICD_MM
,W22.0,"Striking against or struck by other objects, Home",ICD_MM
,W22.1,"Striking against or struck by other objects, Residential Institution",ICD_MM
,W22.2,"Striking against or struck by other objects, School, Other Institution and Public Admimistration Area",ICD_MM
,W22.3,"Striking against or struck by other objects, Sports and Athletic Areas",ICD_MM
,W22.4,"Striking against or struck by other objects, Street and Highway",ICD_MM
,W22.5,"Striking against or struck by other objects, Trade and Service Area",ICD_MM
,W22.6,"Striking against or struck by other objects, Industrial and Construction Area",ICD_MM
,W22.7,"Striking against or struck by other objects, Farm",ICD_MM
,W22.8,"Striking against or struck by other objects, Other Specified Area",ICD_MM
,W22.9,"Striking against or struck by other objects, Unspecified Place",ICD_MM
,W23,"Caught, crushed, jammed or pinched in or between objects",ICD_MM
,W23.0,"Caught, crushed, jammed or pinched in or between objects, Home",ICD_MM
,W23.1,"Caught, crushed, jammed or pinched in or between objects, Residential Institution",ICD_MM
,W23.2,"Caught, crushed, jammed or pinched in or between objects, School, Other Institution and Public Admimistration Area",ICD_MM
,W23.3,"Caught, crushed, jammed or pinched in or between objects, Sports and Athletic Areas",ICD_MM
,W23.4,"Caught, crushed, jammed or pinched in or between objects, Street and Highway",ICD_MM
,W23.5,"Caught, crushed, jammed or pinched in or between objects, Trade and Service Area",ICD_MM
,W23.6,"Caught, crushed, jammed or pinched in or between objects, Industrial and Construction Area",ICD_MM
,W23.7,"Caught, crushed, jammed or pinched in or between objects, Farm",ICD_MM
,W23.8,"Caught, crushed, jammed or pinched in or between objects, Other Specified Area",ICD_MM
,W23.9,"Caught, crushed, jammed or pinched in or between objects, Unspecified Place",ICD_MM
,W24,"Contact with lifting and transmission devices, not elsewhere classified",ICD_MM
,W24.0,"Contact with lifting and transmission devices, not elsewhere classified, Home",ICD_MM
,W24.1,"Contact with lifting and transmission devices, not elsewhere classified, Residential Institution",ICD_MM
,W24.2,"Contact with lifting and transmission devices, not elsewhere classified, School, Other Institution and Public Admimistration Area",ICD_MM
,W24.3,"Contact with lifting and transmission devices, not elsewhere classified, Sports and Athletic Areas",ICD_MM
,W24.4,"Contact with lifting and transmission devices, not elsewhere classified, Street and Highway",ICD_MM
,W24.5,"Contact with lifting and transmission devices, not elsewhere classified, Trade and Service Area",ICD_MM
,W24.6,"Contact with lifting and transmission devices, not elsewhere classified, Industrial and Construction Area",ICD_MM
,W24.7,"Contact with lifting and transmission devices, not elsewhere classified, Farm",ICD_MM
,W24.8,"Contact with lifting and transmission devices, not elsewhere classified, Other Specified Area",ICD_MM
,W24.9,"Contact with lifting and transmission devices, not elsewhere classified, Unspecified Place",ICD_MM
,W25,Contact with sharp glass,ICD_MM
,W25.0,"Contact with sharp glass, Home",ICD_MM
,W25.1,"Contact with sharp glass, Residential Institution",ICD_MM
,W25.2,"Contact with sharp glass, School, Other Institution and Public Admimistration Area",ICD_MM
,W25.3,"Contact with sharp glass, Sports and Athletic Areas",ICD_MM
,W25.4,"Contact with sharp glass, Street and Highway",ICD_MM
,W25.5,"Contact with sharp glass, Trade and Service Area",ICD_MM
,W25.6,"Contact with sharp glass, Industrial and Construction Area",ICD_MM
,W25.7,"Contact with sharp glass, Farm",ICD_MM
,W25.8,"Contact with sharp glass, Other Specified Area",ICD_MM
,W25.9,"Contact with sharp glass, Unspecified Place",ICD_MM
,W26,"Contact with knife, sword or dagger",ICD_MM
,W26.0,"Contact with knife, sword or dagger, Home",ICD_MM
,W26.1,"Contact with knife, sword or dagger, Residential Institution",ICD_MM
,W26.2,"Contact with knife, sword or dagger, School, Other Institution and Public Admimistration Area",ICD_MM
,W26.3,"Contact with knife, sword or dagger, Sports and Athletic Areas",ICD_MM
,W26.4,"Contact with knife, sword or dagger, Street and Highway",ICD_MM
,W26.5,"Contact with knife, sword or dagger, Trade and Service Area",ICD_MM
,W26.6,"Contact with knife, sword or dagger, Industrial and Construction Area",ICD_MM
,W26.7,"Contact with knife, sword or dagger, Farm",ICD_MM
,W26.8,"Contact with knife, sword or dagger, Other Specified Area",ICD_MM
,W26.9,"Contact with knife, sword or dagger, Unspecified Place",ICD_MM
,W27,Contact with nonpowered hand tool,ICD_MM
,W27.0,"Contact with nonpowered hand tool, Home",ICD_MM
,W27.1,"Contact with nonpowered hand tool, Residential Institution",ICD_MM
,W27.2,"Contact with nonpowered hand tool, School, Other Institution and Public Admimistration Area",ICD_MM
,W27.3,"Contact with nonpowered hand tool, Sports and Athletic Areas",ICD_MM
,W27.4,"Contact with nonpowered hand tool, Street and Highway",ICD_MM
,W27.5,"Contact with nonpowered hand tool, Trade and Service Area",ICD_MM
,W27.6,"Contact with nonpowered hand tool, Industrial and Construction Area",ICD_MM
,W27.7,"Contact with nonpowered hand tool, Farm",ICD_MM
,W27.8,"Contact with nonpowered hand tool, Other Specified Area",ICD_MM
,W27.9,"Contact with nonpowered hand tool, Unspecified Place",ICD_MM
,W28,Contact with powered lawnmower,ICD_MM
,W28.0,"Contact with powered lawnmower, Home",ICD_MM
,W28.1,"Contact with powered lawnmower, Residential Institution",ICD_MM
,W28.2,"Contact with powered lawnmower, School, Other Institution and Public Admimistration Area",ICD_MM
,W28.3,"Contact with powered lawnmower, Sports and Athletic Areas",ICD_MM
,W28.4,"Contact with powered lawnmower, Street and Highway",ICD_MM
,W28.5,"Contact with powered lawnmower, Trade and Service Area",ICD_MM
,W28.6,"Contact with powered lawnmower, Industrial and Construction Area",ICD_MM
,W28.7,"Contact with powered lawnmower, Farm",ICD_MM
,W28.8,"Contact with powered lawnmower, Other Specified Area",ICD_MM
,W28.9,"Contact with powered lawnmower, Unspecified Place",ICD_MM
,W29,Contact with other powered hand tools and household machinery,ICD_MM
,W29.0,"Contact with other powered hand tools and household machinery, Home",ICD_MM
,W29.1,"Contact with other powered hand tools and household machinery, Residential Institution",ICD_MM
,W29.2,"Contact with other powered hand tools and household machinery, School, Other Institution and Public Admimistration Area",ICD_MM
,W29.3,"Contact with other powered hand tools and household machinery, Sports and Athletic Areas",ICD_MM
,W29.4,"Contact with other powered hand tools and household machinery, Street and Highway",ICD_MM
,W29.5,"Contact with other powered hand tools and household machinery, Trade and Service Area",ICD_MM
,W29.6,"Contact with other powered hand tools and household machinery, Industrial and Construction Area",ICD_MM
,W29.7,"Contact with other powered hand tools and household machinery, Farm",ICD_MM
,W29.8,"Contact with other powered hand tools and household machinery, Other Specified Area",ICD_MM
,W29.9,"Contact with other powered hand tools and household machinery, Unspecified Place",ICD_MM
,W30,Contact with agricultural machinery,ICD_MM
,W30.0,"Contact with agricultural machinery, Home",ICD_MM
,W30.1,"Contact with agricultural machinery, Residential Institution",ICD_MM
,W30.2,"Contact with agricultural machinery, School, Other Institution and Public Admimistration Area",ICD_MM
,W30.3,"Contact with agricultural machinery, Sports and Athletic Areas",ICD_MM
,W30.4,"Contact with agricultural machinery, Street and Highway",ICD_MM
,W30.5,"Contact with agricultural machinery, Trade and Service Area",ICD_MM
,W30.6,"Contact with agricultural machinery, Industrial and Construction Area",ICD_MM
,W30.7,"Contact with agricultural machinery, Farm",ICD_MM
,W30.8,"Contact with agricultural machinery, Other Specified Area",ICD_MM
,W30.9,"Contact with agricultural machinery, Unspecified Place",ICD_MM
,W31,Contact with other and unspecified machinery,ICD_MM
,W31.0,"Contact with other and unspecified machinery, Home",ICD_MM
,W31.1,"Contact with other and unspecified machinery, Residential Institution",ICD_MM
,W31.2,"Contact with other and unspecified machinery, School, Other Institution and Public Admimistration Area",ICD_MM
,W31.3,"Contact with other and unspecified machinery, Sports and Athletic Areas",ICD_MM
,W31.4,"Contact with other and unspecified machinery, Street and Highway",ICD_MM
,W31.5,"Contact with other and unspecified machinery, Trade and Service Area",ICD_MM
,W31.6,"Contact with other and unspecified machinery, Industrial and Construction Area",ICD_MM
,W31.7,"Contact with other and unspecified machinery, Farm",ICD_MM
,W31.8,"Contact with other and unspecified machinery, Other Specified Area",ICD_MM
,W31.9,"Contact with other and unspecified machinery, Unspecified Place",ICD_MM
,W32,Handgun discharge,ICD_MM
,W32.0,"Handgun discharge, Home",ICD_MM
,W32.1,"Handgun discharge, Residential Institution",ICD_MM
,W32.2,"Handgun discharge, School, Other Institution and Public Admimistration Area",ICD_MM
,W32.3,"Handgun discharge, Sports and Athletic Areas",ICD_MM
,W32.4,"Handgun discharge, Street and Highway",ICD_MM
,W32.5,"Handgun discharge, Trade and Service Area",ICD_MM
,W32.6,"Handgun discharge, Industrial and Construction Area",ICD_MM
,W32.7,"Handgun discharge, Farm",ICD_MM
,W32.8,"Handgun discharge, Other Specified Area",ICD_MM
,W32.9,"Handgun discharge, Unspecified Place",ICD_MM
,W33,"Rifle, shotgun and larger firearm discharge",ICD_MM
,W33.0,"Rifle, shotgun and larger firearm discharge, Home",ICD_MM
,W33.1,"Rifle, shotgun and larger firearm discharge, Residential Institution",ICD_MM
,W33.2,"Rifle, shotgun and larger firearm discharge, School, Other Institution and Public Admimistration Area",ICD_MM
,W33.3,"Rifle, shotgun and larger firearm discharge, Sports and Athletic Areas",ICD_MM
,W33.4,"Rifle, shotgun and larger firearm discharge, Street and Highway",ICD_MM
,W33.5,"Rifle, shotgun and larger firearm discharge, Trade and Service Area",ICD_MM
,W33.6,"Rifle, shotgun and larger firearm discharge, Industrial and Construction Area",ICD_MM
,W33.7,"Rifle, shotgun and larger firearm discharge, Farm",ICD_MM
,W33.8,"Rifle, shotgun and larger firearm discharge, Other Specified Area",ICD_MM
,W33.9,"Rifle, shotgun and larger firearm discharge, Unspecified Place",ICD_MM
,W34,Discharge from other and unspecified firearms,ICD_MM
,W34.0,"Discharge from other and unspecified firearms, Home",ICD_MM
,W34.1,"Discharge from other and unspecified firearms, Residential Institution",ICD_MM
,W34.2,"Discharge from other and unspecified firearms, School, Other Institution and Public Admimistration Area",ICD_MM
,W34.3,"Discharge from other and unspecified firearms, Sports and Athletic Areas",ICD_MM
,W34.4,"Discharge from other and unspecified firearms, Street and Highway",ICD_MM
,W34.5,"Discharge from other and unspecified firearms, Trade and Service Area",ICD_MM
,W34.6,"Discharge from other and unspecified firearms, Industrial and Construction Area",ICD_MM
,W34.7,"Discharge from other and unspecified firearms, Farm",ICD_MM
,W34.8,"Discharge from other and unspecified firearms, Other Specified Area",ICD_MM
,W34.9,"Discharge from other and unspecified firearms, Unspecified Place",ICD_MM
,W35,Explosion and rupture of boiler,ICD_MM
,W35.0,"Explosion and rupture of boiler, Home",ICD_MM
,W35.1,"Explosion and rupture of boiler, Residential Institution",ICD_MM
,W35.2,"Explosion and rupture of boiler, School, Other Institution and Public Admimistration Area",ICD_MM
,W35.3,"Explosion and rupture of boiler, Sports and Athletic Areas",ICD_MM
,W35.4,"Explosion and rupture of boiler, Street and Highway",ICD_MM
,W35.5,"Explosion and rupture of boiler, Trade and Service Area",ICD_MM
,W35.6,"Explosion and rupture of boiler, Industrial and Construction Area",ICD_MM
,W35.7,"Explosion and rupture of boiler, Farm",ICD_MM
,W35.8,"Explosion and rupture of boiler, Other Specified Area",ICD_MM
,W35.9,"Explosion and rupture of boiler, Unspecified Place",ICD_MM
,W36,Explosion and rupture of gas cylinder,ICD_MM
,W36.0,"Explosion and rupture of gas cylinder, Home",ICD_MM
,W36.1,"Explosion and rupture of gas cylinder, Residential Institution",ICD_MM
,W36.2,"Explosion and rupture of gas cylinder, School, Other Institution and Public Admimistration Area",ICD_MM
,W36.3,"Explosion and rupture of gas cylinder, Sports and Athletic Areas",ICD_MM
,W36.4,"Explosion and rupture of gas cylinder, Street and Highway",ICD_MM
,W36.5,"Explosion and rupture of gas cylinder, Trade and Service Area",ICD_MM
,W36.6,"Explosion and rupture of gas cylinder, Industrial and Construction Area",ICD_MM
,W36.7,"Explosion and rupture of gas cylinder, Farm",ICD_MM
,W36.8,"Explosion and rupture of gas cylinder, Other Specified Area",ICD_MM
,W36.9,"Explosion and rupture of gas cylinder, Unspecified Place",ICD_MM
,W37,"Explosion and rupture of pressurized tyre, pipe or hose",ICD_MM
,W37.0,"Explosion and rupture of pressurized tyre, pipe or hose, Home",ICD_MM
,W37.1,"Explosion and rupture of pressurized tyre, pipe or hose, Residential Institution",ICD_MM
,W37.2,"Explosion and rupture of pressurized tyre, pipe or hose, School, Other Institution and Public Admimistration Area",ICD_MM
,W37.3,"Explosion and rupture of pressurized tyre, pipe or hose, Sports and Athletic Areas",ICD_MM
,W37.4,"Explosion and rupture of pressurized tyre, pipe or hose, Street and Highway",ICD_MM
,W37.5,"Explosion and rupture of pressurized tyre, pipe or hose, Trade and Service Area",ICD_MM
,W37.6,"Explosion and rupture of pressurized tyre, pipe or hose, Industrial and Construction Area",ICD_MM
,W37.7,"Explosion and rupture of pressurized tyre, pipe or hose, Farm",ICD_MM
,W37.8,"Explosion and rupture of pressurized tyre, pipe or hose, Other Specified Area",ICD_MM
,W37.9,"Explosion and rupture of pressurized tyre, pipe or hose, Unspecified Place",ICD_MM
,W38,Explosion and rupture of other specified pressurized devices,ICD_MM
,W38.0,"Explosion and rupture of other specified pressurized devices, Home",ICD_MM
,W38.1,"Explosion and rupture of other specified pressurized devices, Residential Institution",ICD_MM
,W38.2,"Explosion and rupture of other specified pressurized devices, School, Other Institution and Public Admimistration Area",ICD_MM
,W38.3,"Explosion and rupture of other specified pressurized devices, Sports and Athletic Areas",ICD_MM
,W38.4,"Explosion and rupture of other specified pressurized devices, Street and Highway",ICD_MM
,W38.5,"Explosion and rupture of other specified pressurized devices, Trade and Service Area",ICD_MM
,W38.6,"Explosion and rupture of other specified pressurized devices, Industrial and Construction Area",ICD_MM
,W38.7,"Explosion and rupture of other specified pressurized devices, Farm",ICD_MM
,W38.8,"Explosion and rupture of other specified pressurized devices, Other Specified Area",ICD_MM
,W38.9,"Explosion and rupture of other specified pressurized devices, Unspecified Place",ICD_MM
,W39,Discharge of firework,ICD_MM
,W39.0,"Discharge of firework, Home",ICD_MM
,W39.1,"Discharge of firework, Residential Institution",ICD_MM
,W39.2,"Discharge of firework, School, Other Institution and Public Admimistration Area",ICD_MM
,W39.3,"Discharge of firework, Sports and Athletic Areas",ICD_MM
,W39.4,"Discharge of firework, Street and Highway",ICD_MM
,W39.5,"Discharge of firework, Trade and Service Area",ICD_MM
,W39.6,"Discharge of firework, Industrial and Construction Area",ICD_MM
,W39.7,"Discharge of firework, Farm",ICD_MM
,W39.8,"Discharge of firework, Other Specified Area",ICD_MM
,W39.9,"Discharge of firework, Unspecified Place",ICD_MM
,W40,Explosion of other materials,ICD_MM
,W40.0,"Explosion of other materials, Home",ICD_MM
,W40.1,"Explosion of other materials, Residential Institution",ICD_MM
,W40.2,"Explosion of other materials, School, Other Institution and Public Admimistration Area",ICD_MM
,W40.3,"Explosion of other materials, Sports and Athletic Areas",ICD_MM
,W40.4,"Explosion of other materials, Street and Highway",ICD_MM
,W40.5,"Explosion of other materials, Trade and Service Area",ICD_MM
,W40.6,"Explosion of other materials, Industrial and Construction Area",ICD_MM
,W40.7,"Explosion of other materials, Farm",ICD_MM
,W40.8,"Explosion of other materials, Other Specified Area",ICD_MM
,W40.9,"Explosion of other materials, Unspecified Place",ICD_MM
,W41,Exposure to high-pressure jet,ICD_MM
,W41.0,"Exposure to high-pressure jet, Home",ICD_MM
,W41.1,"Exposure to high-pressure jet, Residential Institution",ICD_MM
,W41.2,"Exposure to high-pressure jet, School, Other Institution and Public Admimistration Area",ICD_MM
,W41.3,"Exposure to high-pressure jet, Sports and Athletic Areas",ICD_MM
,W41.4,"Exposure to high-pressure jet, Street and Highway",ICD_MM
,W41.5,"Exposure to high-pressure jet, Trade and Service Area",ICD_MM
,W41.6,"Exposure to high-pressure jet, Industrial and Construction Area",ICD_MM
,W41.7,"Exposure to high-pressure jet, Farm",ICD_MM
,W41.8,"Exposure to high-pressure jet, Other Specified Area",ICD_MM
,W41.9,"Exposure to high-pressure jet, Unspecified Place",ICD_MM
,W42,Exposure to noise,ICD_MM
,W42.0,"Exposure to noise, Home",ICD_MM
,W42.1,"Exposure to noise, Residential Institution",ICD_MM
,W42.2,"Exposure to noise, School, Other Institution and Public Admimistration Area",ICD_MM
,W42.3,"Exposure to noise, Sports and Athletic Areas",ICD_MM
,W42.4,"Exposure to noise, Street and Highway",ICD_MM
,W42.5,"Exposure to noise, Trade and Service Area",ICD_MM
,W42.6,"Exposure to noise, Industrial and Construction Area",ICD_MM
,W42.7,"Exposure to noise, Farm",ICD_MM
,W42.8,"Exposure to noise, Other Specified Area",ICD_MM
,W42.9,"Exposure to noise, Unspecified Place",ICD_MM
,W43,Exposure to vibration,ICD_MM
,W43.0,"Exposure to vibration, Home",ICD_MM
,W43.1,"Exposure to vibration, Residential Institution",ICD_MM
,W43.2,"Exposure to vibration, School, Other Institution and Public Admimistration Area",ICD_MM
,W43.3,"Exposure to vibration, Sports and Athletic Areas",ICD_MM
,W43.4,"Exposure to vibration, Street and Highway",ICD_MM
,W43.5,"Exposure to vibration, Trade and Service Area",ICD_MM
,W43.6,"Exposure to vibration, Industrial and Construction Area",ICD_MM
,W43.7,"Exposure to vibration, Farm",ICD_MM
,W43.8,"Exposure to vibration, Other Specified Area",ICD_MM
,W43.9,"Exposure to vibration, Unspecified Place",ICD_MM
,W44,Foreign body entering into or through eye or natural orifice,ICD_MM
,W44.0,"Foreign body entering into or through eye or natural orifice, Home",ICD_MM
,W44.1,"Foreign body entering into or through eye or natural orifice, Residential Institution",ICD_MM
,W44.2,"Foreign body entering into or through eye or natural orifice, School, Other Institution and Public Admimistration Area",ICD_MM
,W44.3,"Foreign body entering into or through eye or natural orifice, Sports and Athletic Areas",ICD_MM
,W44.4,"Foreign body entering into or through eye or natural orifice, Street and Highway",ICD_MM
,W44.5,"Foreign body entering into or through eye or natural orifice, Trade and Service Area",ICD_MM
,W44.6,"Foreign body entering into or through eye or natural orifice, Industrial and Construction Area",ICD_MM
,W44.7,"Foreign body entering into or through eye or natural orifice, Farm",ICD_MM
,W44.8,"Foreign body entering into or through eye or natural orifice, Other Specified Area",ICD_MM
,W44.9,"Foreign body entering into or through eye or natural orifice, Unspecified Place",ICD_MM
,W45,Foreign body or object entering through skin,ICD_MM
,W45.0,"Foreign body or object entering through skin, Home",ICD_MM
,W45.1,"Foreign body or object entering through skin, Residential Institution",ICD_MM
,W45.2,"Foreign body or object entering through skin, School, Other Institution and Public Admimistration Area",ICD_MM
,W45.3,"Foreign body or object entering through skin, Sports and Athletic Areas",ICD_MM
,W45.4,"Foreign body or object entering through skin, Street and Highway",ICD_MM
,W45.5,"Foreign body or object entering through skin, Trade and Service Area",ICD_MM
,W45.6,"Foreign body or object entering through skin, Industrial and Construction Area",ICD_MM
,W45.7,"Foreign body or object entering through skin, Farm",ICD_MM
,W45.8,"Foreign body or object entering through skin, Other Specified Area",ICD_MM
,W45.9,"Foreign body or object entering through skin, Unspecified Place",ICD_MM
,W46,Contact with hypodermic needle,ICD_MM
,W46.0,"Contact with hypodermic needle, Home",ICD_MM
,W46.1,"Contact with hypodermic needle, Residential Institution",ICD_MM
,W46.2,"Contact with hypodermic needle, School, Other Institution and Public Admimistration Area",ICD_MM
,W46.3,"Contact with hypodermic needle, Sports and Athletic Areas",ICD_MM
,W46.4,"Contact with hypodermic needle, Street and Highway",ICD_MM
,W46.5,"Contact with hypodermic needle, Trade and Service Area",ICD_MM
,W46.6,"Contact with hypodermic needle, Industrial and Construction Area",ICD_MM
,W46.7,"Contact with hypodermic needle, Farm",ICD_MM
,W46.8,"Contact with hypodermic needle, Other Specified Area",ICD_MM
,W46.9,"Contact with hypodermic needle, Unspecified Place",ICD_MM
,W49,Exposure to other and unspecified inanimate mechanical forces,ICD_MM
,W49.0,"Exposure to other and unspecified inanimate mechanical forces, Home",ICD_MM
,W49.1,"Exposure to other and unspecified inanimate mechanical forces, Residential Institution",ICD_MM
,W49.2,"Exposure to other and unspecified inanimate mechanical forces, School, Other Institution and Public Admimistration Area",ICD_MM
,W49.3,"Exposure to other and unspecified inanimate mechanical forces, Sports and Athletic Areas",ICD_MM
,W49.4,"Exposure to other and unspecified inanimate mechanical forces, Street and Highway",ICD_MM
,W49.5,"Exposure to other and unspecified inanimate mechanical forces, Trade and Service Area",ICD_MM
,W49.6,"Exposure to other and unspecified inanimate mechanical forces, Industrial and Construction Area",ICD_MM
,W49.7,"Exposure to other and unspecified inanimate mechanical forces, Farm",ICD_MM
,W49.8,"Exposure to other and unspecified inanimate mechanical forces, Other Specified Area",ICD_MM
,W49.9,"Exposure to other and unspecified inanimate mechanical forces, Unspecified Place",ICD_MM
,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person",ICD_MM
,W50.0,"Hit, struck, kicked, twisted, bitten or scratched by another person, Home",ICD_MM
,W50.1,"Hit, struck, kicked, twisted, bitten or scratched by another person, Residential Institution",ICD_MM
,W50.2,"Hit, struck, kicked, twisted, bitten or scratched by another person, School, Other Institution and Public Admimistration Area",ICD_MM
,W50.3,"Hit, struck, kicked, twisted, bitten or scratched by another person, Sports and Athletic Areas",ICD_MM
,W50.4,"Hit, struck, kicked, twisted, bitten or scratched by another person, Street and Highway",ICD_MM
,W50.5,"Hit, struck, kicked, twisted, bitten or scratched by another person, Trade and Service Area",ICD_MM
,W50.6,"Hit, struck, kicked, twisted, bitten or scratched by another person, Industrial and Construction Area",ICD_MM
,W50.7,"Hit, struck, kicked, twisted, bitten or scratched by another person, Farm",ICD_MM
,W50.8,"Hit, struck, kicked, twisted, bitten or scratched by another person, Other Specified Area",ICD_MM
,W50.9,"Hit, struck, kicked, twisted, bitten or scratched by another person, Unspecified Place",ICD_MM
,W51,Striking against or bumped into by another person,ICD_MM
,W51.0,"Striking against or bumped into by another person, Home",ICD_MM
,W51.1,"Striking against or bumped into by another person, Residential Institution",ICD_MM
,W51.2,"Striking against or bumped into by another person, School, Other Institution and Public Admimistration Area",ICD_MM
,W51.3,"Striking against or bumped into by another person, Sports and Athletic Areas",ICD_MM
,W51.4,"Striking against or bumped into by another person, Street and Highway",ICD_MM
,W51.5,"Striking against or bumped into by another person, Trade and Service Area",ICD_MM
,W51.6,"Striking against or bumped into by another person, Industrial and Construction Area",ICD_MM
,W51.7,"Striking against or bumped into by another person, Farm",ICD_MM
,W51.8,"Striking against or bumped into by another person, Other Specified Area",ICD_MM
,W51.9,"Striking against or bumped into by another person, Unspecified Place",ICD_MM
,W52,"Crushed, pushed or stepped on by crowd or human stampede",ICD_MM
,W52.0,"Crushed, pushed or stepped on by crowd or human stampede, Home",ICD_MM
,W52.1,"Crushed, pushed or stepped on by crowd or human stampede, Residential Institution",ICD_MM
,W52.2,"Crushed, pushed or stepped on by crowd or human stampede, School, Other Institution and Public Admimistration Area",ICD_MM
,W52.3,"Crushed, pushed or stepped on by crowd or human stampede, Sports and Athletic Areas",ICD_MM
,W52.4,"Crushed, pushed or stepped on by crowd or human stampede, Street and Highway",ICD_MM
,W52.5,"Crushed, pushed or stepped on by crowd or human stampede, Trade and Service Area",ICD_MM
,W52.6,"Crushed, pushed or stepped on by crowd or human stampede, Industrial and Construction Area",ICD_MM
,W52.7,"Crushed, pushed or stepped on by crowd or human stampede, Farm",ICD_MM
,W52.8,"Crushed, pushed or stepped on by crowd or human stampede, Other Specified Area",ICD_MM
,W52.9,"Crushed, pushed or stepped on by crowd or human stampede, Unspecified Place",ICD_MM
,W53,Bitten by rat,ICD_MM
